name,last_season,Nationality,date_of_birth,Position,Market Value,League,,,,,,
Luigi Cherubini,2022,Italy,15/1/2004,Attack,200000,IT1,,,,,,
Luca D'Andrea,2022,Italy,6/9/2004,Attack,2500000,IT1,,,,,,
Alberto Basso Ricci,2022,Italy,29/6/2004,Attack,100000,IT1,,,,,,
Matthew Cox,2022,England,2/5/2003,Goalkeeper,500000,GB1,,,,,,
Lino Sousa,2022,England,19/1/2005,Defender,500000,GB1,,,,,,
Luka Romero,2022,Argentina,18/11/2004,Attack,3000000,IT1,,,,,,
Ange Caumenan N'Guessan,2022,France,1/9/2003,Defender,200000,IT1,,,,,,
Yassin Belkhdim,2022,Morocco,14/2/2002,Midfield,100000,FR1,,,,,,
Eliesse Ben Seghir,2022,,16/2/2005,Midfield,18000000,FR1,,,,,,
Martin Adeline,2022,France,2/12/2003,Midfield,800000,FR1,,,,,,
Ilyes Housni,2022,France,14/5/2005,Attack,3500000,FR1,,,,,,
Lautaro Blanco,2022,Argentina,19/2/1999,Defender,2800000,ES1,,,,,,
Mateo Joseph,2022,England,19/10/2003,Attack,900000,GB1,,,,,,
John Joe Patrick Finn,2022,,24/10/2003,Midfield,500000,ES1,,,,,,
Enzo Tchato,2022,Cameroon,23/11/2002,Defender,2500000,FR1,,,,,,
Michalis Panagidis,2022,Greece,11/2/2004,Midfield,100000,GR1,,,,,,
Pablo Durán,2022,Spain,25/5/2001,Attack,250000,ES1,,,,,,
Raphaël Lipinski,2022,France,30/7/2002,Defender,100000,FR1,,,,,,
Georgios Karakasidis,2022,Greece,31/1/2005,Goalkeeper,100000,GR1,,,,,,
Nolan Bonte,2022,France,19/1/2004,Midfield,100000,FR1,,,,,,
Cristiano Ronaldo,2022,Portugal,5/2/1985,Attack,15000000,GB1,,,,,,
Dimitrios Sotiriou,2022,,13/9/1987,Goalkeeper,100000,GR1,,,,,,
Lionel Messi,2022,Argentina,24/6/1987,Attack,35000000,FR1,,,,,,
Lorenzo De Silvestri,2022,Italy,23/5/1988,Defender,400000,IT1,,,,,,
Mario Suárez,2022,Spain,24/2/1987,Defender,300000,ES1,,,,,,
Leonardo Bonucci,2022,Italy,1/5/1987,Defender,1500000,IT1,,,,,,
Miguel Veloso,2022,Portugal,11/5/1986,Midfield,500000,IT1,,,,,,
Loïc Rémy,2022,France,2/1/1987,Attack,150000,FR1,,,,,,
Aaron Ramsey,2022,Wales,26/12/1990,Midfield,2500000,FR1,,,,,,
Dávid Gróf,2022,Hungary,17/4/1989,Goalkeeper,200000,GR1,,,,,,
Willian,2022,Brazil,9/8/1988,Attack,3000000,GB1,,,,,,
Grzegorz Sandomierski,2022,Poland,5/9/1989,Goalkeeper,150000,GR1,,,,,,
Damien Da Silva,2022,France,17/5/1988,Defender,500000,FR1,,,,,,
César Azpilicueta,2022,Spain,28/8/1989,Defender,5000000,GB1,,,,,,
Kyriakos Papadopoulos,2022,Greece,23/2/1992,Defender,400000,GR1,,,,,,
Yann M'Vila,2022,France,29/6/1990,Midfield,2500000,GR1,,,,,,
Tomas Vaclik,2022,Czech Republic,29/3/1989,Goalkeeper,1200000,GR1,,,,,,
Salomón Rondón,2022,Venezuela,16/9/1989,Attack,1500000,GB1,,,,,,
Aaron Cresswell,2022,England,15/12/1989,Defender,1200000,GB1,,,,,,
Filip Djuricic,2022,,30/1/1992,Midfield,1800000,IT1,,,,,,
Nordin Amrabat,2022,Morocco,31/3/1987,Attack,400000,GR1,,,,,,
Marcos Acuña,2022,,28/10/1991,Defender,10000000,ES1,,,,,,
Danny Welbeck,2022,England,26/11/1990,Attack,7000000,GB1,,,,,,
Adrián,2022,Spain,3/1/1987,Goalkeeper,800000,GB1,,,,,,
Jason Steele,2022,England,18/8/1990,Goalkeeper,4000000,GB1,,,,,,
Joel Matip,2022,Cameroon,8/8/1991,Defender,12000000,GB1,,,,,,
Isco,2022,Spain,21/4/1992,Midfield,5000000,ES1,,,,,,
Tecatito,2022,Mexico,6/1/1993,Attack,8000000,ES1,,,,,,
Jerson Cabral,2022,Cape Verde,3/1/1991,Attack,200000,GR1,,,,,,
Georgios Valerianos,2022,,13/2/1992,Defender,350000,GR1,,,,,,
Sebá,2022,Brazil,8/6/1992,Attack,450000,GR1,,,,,,
Georgios Mygas,2022,Greece,7/4/1994,Defender,400000,GR1,,,,,,
Harold Moukoudi,2022,,27/11/1997,Defender,4000000,GR1,,,,,,
Javier Mendoza,2022,Argentina,2/9/1992,Midfield,400000,GR1,,,,,,
Felipe Pires,2022,Brazil,18/4/1995,Attack,700000,GR1,,,,,,
Rodrigo Escoval,2022,Portugal,8/5/1997,Defender,500000,GR1,,,,,,
Fábio Carvalho,2022,Portugal,30/8/2002,Midfield,16000000,GB1,,,,,,
Harvey Elliott,2022,England,4/4/2003,Midfield,35000000,GB1,,,,,,
Yéremy Pino,2022,Spain,20/10/2002,Attack,40000000,ES1,,,,,,
James Furlong,2022,Ireland,7/6/2002,Defender,275000,GB1,,,,,,
Ed Turns,2022,Wales,18/10/2002,Defender,350000,GB1,,,,,,
Andreas Jungdal,2022,Denmark,22/2/2002,Goalkeeper,300000,IT1,,,,,,
Ruan Levine,2022,Brazil,19/1/1999,Attack,100000,FR1,,,,,,
Marko Lazetic,2022,Serbia,22/1/2004,Attack,2000000,IT1,,,,,,
Raúl Albiol,2022,Spain,4/9/1985,Defender,2500000,ES1,,,,,,
Mathieu Coutadeur,2022,,20/3/1986,Midfield,200000,FR1,,,,,,
Jordan Henderson,2022,England,17/6/1990,Midfield,10000000,GB1,,,,,,
Kiko Femenía,2022,Spain,2/2/1991,Defender,2500000,ES1,,,,,,
Clément Lenglet,2022,France,17/6/1995,Defender,10000000,GB1,,,,,,
Ludovic Blas,2022,France,31/12/1997,Midfield,20000000,FR1,,,,,,
Japhet Tanganga,2022,England,31/3/1999,Defender,7000000,GB1,,,,,,
Dejan Kulusevski,2022,Sweden,25/4/2000,Attack,50000000,GB1,,,,,,
Samuel Yépié Yépié,2022,France,2/10/2002,Midfield,150000,FR1,,,,,,
Gor Manvelyan,2022,France,9/4/2002,Midfield,400000,FR1,,,,,,
Lyle Taylor,2022,Montserrat,29/3/1990,Attack,300000,GB1,,,,,,
Bram Nuytinck,2022,Netherlands,4/5/1990,Defender,1000000,IT1,,,,,,
Facundo Sánchez,2022,Argentina,7/3/1990,Defender,450000,GR1,,,,,,
Sam Johnstone,2022,England,25/3/1993,Goalkeeper,6000000,GB1,,,,,,
Manolo Gabbiadini,2022,Italy,26/11/1991,Attack,2000000,IT1,,,,,,
Marcus Bettinelli,2022,England,24/5/1992,Goalkeeper,1500000,GB1,,,,,,
Phil Jones,2022,England,21/2/1992,Defender,1500000,GB1,,,,,,
Jordan Ferri,2022,France,12/3/1992,Midfield,5000000,FR1,,,,,,
Callum Wilson,2022,England,27/2/1992,Attack,16000000,GB1,,,,,,
Rony Lopes,2022,Portugal,28/12/1995,Attack,4000000,FR1,,,,,,
Bernard,2022,Brazil,8/9/1992,Attack,3000000,GR1,,,,,,
Domenico Berardi,2022,Italy,1/8/1994,Attack,18000000,IT1,,,,,,
Thomas Didillon,2022,France,28/11/1995,Goalkeeper,1000000,FR1,,,,,,
Vykintas Slivka,2022,,29/4/1995,Midfield,400000,GR1,,,,,,
Liam Henderson,2022,,25/4/1996,Midfield,2500000,IT1,,,,,,
Paulo Gazzaniga,2022,Argentina,2/1/1992,Goalkeeper,3000000,GB1,,,,,,
Alex Ferrari,2022,Italy,1/7/1994,Defender,1000000,IT1,,,,,,
Harry Toffolo,2022,England,19/8/1995,Defender,3500000,GB1,,,,,,
Thomas Lemar,2022,,12/11/1995,Midfield,22000000,ES1,,,,,,
Will Hughes,2022,England,17/4/1995,Midfield,5000000,GB1,,,,,,
Ruslan Malinovskyi,2022,Ukraine,4/5/1993,Midfield,15000000,IT1,,,,,,
Juanjo Narváez,2022,Colombia,12/2/1995,Attack,800000,ES1,,,,,,
Pierrick Capelle,2022,,15/4/1987,Midfield,250000,FR1,,,,,,
Marco Bleve,2022,Italy,18/10/1995,Goalkeeper,150000,IT1,,,,,,
Jérémie Boga,2022,Cote d'Ivoire,3/1/1997,Attack,14000000,IT1,,,,,,
Issiaga Sylla,2022,,1/1/1994,Defender,2500000,FR1,,,,,,
Djené,2022,Togo,31/12/1991,Defender,5000000,ES1,,,,,,
Jodel Dossou,2022,Benin,17/3/1992,Attack,800000,FR1,,,,,,
Léo Baptistão,2022,Brazil,26/8/1992,Attack,1800000,ES1,,,,,,
Theofanis Tzandaris,2022,,13/6/1993,Midfield,300000,GR1,,,,,,
Steve Mounié,2022,Benin,29/9/1994,Attack,5000000,FR1,,,,,,
Francesco Di Mariano,2022,Italy,20/4/1996,Attack,1400000,IT1,,,,,,
Juan Musso,2022,Argentina,6/5/1994,Goalkeeper,8000000,IT1,,,,,,
Charles Pickel,2022,Switzerland,15/5/1997,Midfield,3800000,IT1,,,,,,
Diego Llorente,2022,Spain,16/8/1993,Defender,12000000,IT1,,,,,,
Shon Weissman,2022,Israel,14/2/1996,Attack,4000000,ES1,,,,,,
Sergi Guardiola,2022,Spain,29/5/1991,Attack,2000000,ES1,,,,,,
Renato Sanches,2022,Portugal,18/8/1997,Midfield,15000000,FR1,,,,,,
Adam Jakubech,2022,Slovakia,2/1/1997,Goalkeeper,300000,FR1,,,,,,
Kevin Danso,2022,Austria,19/9/1998,Defender,22000000,FR1,,,,,,
Ajdin Hrustic,2022,,5/7/1996,Midfield,1500000,IT1,,,,,,
Martin Valjent,2022,Slovakia,11/12/1995,Defender,4500000,ES1,,,,,,
Presnel Kimpembe,2022,France,13/8/1995,Defender,28000000,FR1,,,,,,
Rasmus Nicolaisen,2022,,16/3/1997,Defender,6000000,FR1,,,,,,
Carles Aleñá,2022,Spain,5/1/1998,Midfield,9000000,ES1,,,,,,
Razvan Marin,2022,Romania,23/5/1996,Midfield,8000000,IT1,,,,,,
Harry Souttar,2022,,22/10/1998,Defender,15000000,GB1,,,,,,
Samuele Perisan,2022,Italy,21/8/1997,Goalkeeper,800000,IT1,,,,,,
Brais Méndez,2022,Spain,7/1/1997,Midfield,25000000,ES1,,,,,,
Giangiacomo Magnani,2022,Italy,4/10/1995,Defender,3000000,IT1,,,,,,
Tom Davies,2022,England,30/6/1998,Midfield,9000000,GB1,,,,,,
Martin Ødegaard,2022,,17/12/1998,Midfield,90000000,GB1,,,,,,
Yann Karamoh,2022,Cote d'Ivoire,8/7/1998,Attack,3500000,IT1,,,,,,
Diego Carlos,2022,,15/3/1993,Defender,20000000,GB1,,,,,,
Tete Morente,2022,,4/12/1996,Attack,2500000,ES1,,,,,,
Nathan Tella,2022,England,5/7/1999,Attack,18000000,GB1,,,,,,
Kylian Mbappé,2022,,20/12/1998,Attack,180000000,FR1,,,,,,
Rayan Raveloson,2022,Madagascar,16/1/1997,Midfield,1800000,FR1,,,,,,
Habib Diallo,2022,,18/6/1995,Attack,18000000,FR1,,,,,,
Luca Ranieri,2022,Italy,23/4/1999,Defender,2500000,IT1,,,,,,
Sean Longstaff,2022,England,30/10/1997,Midfield,25000000,GB1,,,,,,
Dany Mota,2022,Portugal,2/5/1998,Attack,6000000,IT1,,,,,,
Joan Sastre,2022,Spain,30/4/1997,Defender,1500000,GR1,,,,,,
Jack Hendry,2022,,7/5/1995,Defender,3000000,IT1,,,,,,
Ibrahima Sissoko,2022,France,27/10/1997,Midfield,6000000,FR1,,,,,,
Jacopo Segre,2022,Italy,17/2/1997,Midfield,1700000,IT1,,,,,,
Pierre Lees-Melou,2022,France,25/5/1993,Midfield,4000000,FR1,,,,,,
César Montes,2022,,24/2/1997,Defender,8000000,ES1,,,,,,
Auston Trusty,2022,United States,12/8/1998,Defender,10000000,GB1,,,,,,
Nedim Bajrami,2022,Albania,28/2/1999,Midfield,7500000,IT1,,,,,,
Mert Cetin,2022,Turkey,1/1/1997,Defender,1200000,IT1,,,,,,
Houssem Aouar,2022,Algeria,30/6/1998,Midfield,13000000,FR1,,,,,,
Adam Gnezda Cerin,2022,Slovenia,16/7/1999,Midfield,2500000,GR1,,,,,,
Lautaro Martínez,2022,,22/8/1997,Attack,85000000,IT1,,,,,,
James Justin,2022,,23/2/1998,Defender,20000000,GB1,,,,,,
Alexandros Voilis,2022,Greece,26/5/2000,Attack,400000,GR1,,,,,,
Jean-Philippe Mateta,2022,France,28/6/1997,Attack,7000000,GB1,,,,,,
Caio Henrique,2022,,31/7/1997,Defender,20000000,FR1,,,,,,
Álex Centelles,2022,Spain,30/8/1999,Defender,1500000,ES1,,,,,,
Andoni Zubiaurre,2022,Spain,4/12/1996,Goalkeeper,300000,ES1,,,,,,
Giannis Kotsiras,2022,Greece,16/12/1992,Defender,800000,GR1,,,,,,
Luiz Felipe,2022,,22/3/1997,Defender,15000000,ES1,,,,,,
Jason Mbock,2022,France,1/11/1999,Attack,150000,FR1,,,,,,
Theodoros Tsirigotis,2022,Greece,23/6/2000,Attack,300000,GR1,,,,,,
Matis Carvalho,2022,Portugal,28/4/1999,Goalkeeper,300000,FR1,,,,,,
Lorenzo Colombo,2022,,8/3/2002,Attack,5000000,IT1,,,,,,
William Saliba,2022,France,24/3/2001,Defender,65000000,GB1,,,,,,
Montassar Talbi,2022,Tunisia,26/5/1998,Defender,8000000,FR1,,,,,,
Luke Thomas,2022,England,10/6/2001,Defender,12000000,GB1,,,,,,
Aihen Muñoz,2022,,16/8/1997,Defender,6000000,ES1,,,,,,
Luke Cundle,2022,England,26/4/2002,Midfield,3000000,GB1,,,,,,
Shandon Baptiste,2022,Grenada,8/4/1998,Midfield,3000000,GB1,,,,,,
Luis Palma,2022,Honduras,17/1/2000,Attack,2500000,GR1,,,,,,
David Zima,2022,Czech Republic,8/11/2000,Defender,5000000,IT1,,,,,,
Matej Kovar,2022,Czech Republic,17/5/2000,Goalkeeper,1800000,GB1,,,,,,
Jon Moncayola,2022,Spain,13/5/1998,Midfield,12000000,ES1,,,,,,
Romain Faivre,2022,France,14/7/1998,Midfield,10000000,FR1,,,,,,
José Gragera,2022,Spain,14/5/2000,Midfield,2500000,ES1,,,,,,
Elliot Anderson,2022,Scotland,6/11/2002,Midfield,8000000,GB1,,,,,,
Ben Knight,2022,England,14/6/2002,Attack,300000,GB1,,,,,,
Nadrey Dago,2022,Cote d'Ivoire,7/5/1997,Attack,350000,GR1,,,,,,
Stavros Pilios,2022,Greece,10/12/2000,Defender,500000,GR1,,,,,,
Josh Wilson-Esbrand,2022,England,26/12/2002,Defender,1500000,GB1,,,,,,
Armand Laurienté,2022,France,4/12/1998,Attack,18000000,IT1,,,,,,
Charlie Cresswell,2022,England,17/8/2002,Defender,5000000,GB1,,,,,,
Hannibal,2022,Tunisia,21/1/2003,Midfield,8000000,GB1,,,,,,
Duccio Degli Innocenti,2022,Italy,28/4/2003,Midfield,500000,IT1,,,,,,
Mattia Ciucci,2022,Italy,11/11/2002,Defender,25000,IT1,,,,,,
Radek Vitek,2022,Czech Republic,24/10/2003,Goalkeeper,150000,GB1,,,,,,
Yayah Kallon,2022,Sierra Leone,30/6/2001,Attack,1500000,IT1,,,,,,
Aaron Donnelly,2022,Northern Ireland,8/6/2003,Defender,400000,GB1,,,,,,
Gerard Yepes,2022,Spain,25/8/2002,Midfield,500000,IT1,,,,,,
John Donald,2022,Spain,25/9/2000,Defender,1000000,ES1,,,,,,
Martin Svidersky,2022,,4/10/2002,Midfield,600000,ES1,,,,,,
Miquel Llabrés,2022,Spain,28/1/2000,Midfield,100000,ES1,,,,,,
Jordan Zemura,2022,Zimbabwe,14/11/1999,Defender,6000000,GB1,,,,,,
Eduardo Camavinga,2022,,10/11/2002,Midfield,85000000,ES1,,,,,,
Ben Greenwood,2022,Ireland,20/2/2003,Defender,100000,GB1,,,,,,
Gavi,2022,Spain,5/8/2004,Midfield,90000000,ES1,,,,,,
Ebrima Darboe,2022,The Gambia,6/6/2001,Midfield,1800000,IT1,,,,,,
Warren Bondo,2022,,15/9/2003,Midfield,700000,IT1,,,,,,
Tommaso Bertini,2022,Italy,13/1/2004,Goalkeeper,100000,IT1,,,,,,
Máximo Perrone,2022,Argentina,7/1/2003,Midfield,10000000,GB1,,,,,,
Samuel Lino,2022,Brazil,23/12/1999,Attack,16000000,ES1,,,,,,
Gabri Veiga,2022,Spain,27/5/2002,Midfield,30000000,ES1,,,,,,
Matteo Falasca,2022,Italy,27/4/2004,Defender,100000,IT1,,,,,,
Lorenzo Bernasconi,2022,,16/11/2003,Defender,75000,IT1,,,,,,
Egoitz Arana,2022,Spain,19/2/2002,Goalkeeper,50000,ES1,,,,,,
Yegor Yarmolyuk,2022,,1/3/2004,Midfield,400000,GB1,,,,,,
Nikolaos Tropoulos,2022,Greece,21/6/2004,Goalkeeper,50000,GR1,,,,,,
Kamaldeen Sulemana,2022,,15/2/2002,Attack,22000000,GB1,,,,,,
Kylian Silvestre,2022,France,16/8/2002,Attack,100000,FR1,,,,,,
Álvaro Fernandez,2022,Spain,23/3/2003,Defender,7000000,GB1,,,,,,
Elia Tantalocchi,2022,Italy,30/6/2004,Goalkeeper,100000,IT1,,,,,,
Soumaïla Sylla,2022,France,15/3/2004,Goalkeeper,50000,FR1,,,,,,
Georgios Kyriopoulos,2022,Greece,24/8/2004,Attack,100000,GR1,,,,,,
Tyler Fredricson,2022,England,23/2/2005,Defender,250000,GB1,,,,,,
Désiré Doué,2022,France,3/6/2005,Midfield,15000000,FR1,,,,,,
Rudy Kohon,2022,France,23/5/2004,Defender,100000,FR1,,,,,,
Ibrahim Diakité,2022,Guinea,31/10/2003,Defender,350000,FR1,,,,,,
Giovani Versini,2022,France,18/3/2004,Attack,100000,FR1,,,,,,
Ylies Aradj,2022,France,5/6/2005,Defender,50000,FR1,,,,,,
Sergio Diez,2022,Spain,28/7/2003,Defender,200000,ES1,,,,,,
Ebenezer Akinsanmiro,2022,Nigeria,25/11/2004,Midfield,800000,IT1,,,,,,
Carlos Baleba,2022,Cameroon,3/1/2004,Midfield,5000000,FR1,,,,,,
Christian Mawissa Elebi,2022,France,18/4/2005,Defender,250000,FR1,,,,,,
Antoine Nuss,2022,,19/12/2003,Defender,100000,FR1,,,,,,
Andy Lonergan,2022,England,19/10/1983,Goalkeeper,150000,GB1,,,,,,
Romain Salin,2022,France,29/7/1984,Goalkeeper,150000,FR1,,,,,,
Lukasz Fabianski,2022,Poland,18/4/1985,Goalkeeper,900000,GB1,,,,,,
Armando Izzo,2022,Italy,2/3/1992,Defender,3000000,IT1,,,,,,
Themistoklis Tzimopoulos,2022,New Zealand,20/11/1985,Defender,125000,GR1,,,,,,
David Silva,2022,Spain,8/1/1986,Midfield,4000000,ES1,,,,,,
Bojan Saranov,2022,Serbia,22/10/1987,Goalkeeper,150000,GR1,,,,,,
Ervin Zukanovic,2022,Bosnia-Herzegovina,11/2/1987,Defender,150000,GR1,,,,,,
Ángel Rodríguez,2022,Spain,26/4/1987,Attack,1000000,ES1,,,,,,
Asier Illarramendi,2022,Spain,8/3/1990,Midfield,2000000,ES1,,,,,,
Víctor Ruiz,2022,Spain,25/1/1989,Defender,1200000,ES1,,,,,,
Luis Hernández,2022,Spain,14/4/1989,Defender,1000000,ES1,,,,,,
Koke,2022,Spain,8/1/1992,Midfield,16000000,ES1,,,,,,
Pablo Sarabia,2022,Spain,11/5/1992,Attack,14000000,GB1,,,,,,
Loris Karius,2022,Germany,22/6/1993,Goalkeeper,1200000,GB1,,,,,,
Kevin De Bruyne,2022,Belgium,28/6/1991,Midfield,70000000,GB1,,,,,,
Sergio Escudero,2022,Spain,2/9/1989,Defender,1500000,ES1,,,,,,
Kike García,2022,Spain,25/11/1989,Attack,1800000,ES1,,,,,,
Ante Coric,2022,Croatia,14/4/1997,Midfield,300000,IT1,,,,,,
Frédéric Veseli,2022,Albania,20/11/1992,Defender,300000,IT1,,,,,,
Vidar Örn Kjartansson,2022,,11/3/1990,Attack,500000,GR1,,,,,,
Aitor Fernández,2022,,3/5/1991,Goalkeeper,3000000,ES1,,,,,,
Richmond Boakye,2022,,28/1/1993,Attack,400000,GR1,,,,,,
Vincent Le Goff,2022,France,15/10/1989,Defender,1000000,FR1,,,,,,
Jan Oblak,2022,Slovenia,7/1/1993,Goalkeeper,35000000,ES1,,,,,,
Willian José,2022,Brazil,23/11/1991,Attack,6000000,ES1,,,,,,
José Luis Palomino,2022,Argentina,5/1/1990,Defender,2500000,IT1,,,,,,
Sanjin Prcic,2022,Bosnia-Herzegovina,20/11/1993,Midfield,3000000,FR1,,,,,,
Geoffrey Kondogbia,2022,Central African Republic,15/2/1993,Midfield,14000000,ES1,,,,,,
Anastasios Karamanos,2022,Greece,21/9/1990,Attack,125000,GR1,,,,,,
Álvaro Morata,2022,Spain,23/10/1992,Attack,20000000,ES1,,,,,,
Matija Nastasic,2022,Serbia,28/3/1993,Defender,1500000,IT1,,,,,,
Nikolaos Marinakis,2022,Greece,12/9/1993,Defender,350000,GR1,,,,,,
Khaled Narey,2022,Germany,23/7/1994,Attack,3000000,GR1,,,,,,
Felipe Anderson,2022,Brazil,15/4/1993,Attack,15000000,IT1,,,,,,
Valerio Verre,2022,Italy,11/1/1994,Midfield,1800000,IT1,,,,,,
Salvatore Molina,2022,Italy,1/1/1992,Midfield,650000,IT1,,,,,,
Alessandro Micai,2022,Italy,24/7/1993,Goalkeeper,500000,IT1,,,,,,
Nikolaos Papadopoulos,2022,Greece,11/4/1990,Goalkeeper,400000,GR1,,,,,,
Donovan Léon,2022,French Guiana,3/11/1992,Goalkeeper,500000,FR1,,,,,,
Marios Oikonomou,2022,Greece,6/10/1992,Defender,300000,IT1,,,,,,
Riad Nouri,2022,France,7/6/1985,Attack,200000,FR1,,,,,,
Mickaël Alphonse,2022,Guadeloupe,12/7/1989,Defender,250000,FR1,,,,,,
Ante Rebic,2022,Croatia,21/9/1993,Attack,6000000,IT1,,,,,,
Fabien Antunes,2022,France,19/11/1991,Midfield,200000,GR1,,,,,,
Fabinho,2022,Brazil,23/10/1993,Midfield,42000000,GB1,,,,,,
Fikayo Tomori,2022,England,19/12/1997,Defender,40000000,IT1,,,,,,
Gorka Guruzeta,2022,Spain,12/9/1996,Attack,2000000,ES1,,,,,,
Vasilios Mantzis,2022,Greece,4/12/1991,Attack,450000,GR1,,,,,,
Víctor Fernández,2022,Spain,2/5/1998,Attack,250000,GR1,,,,,,
Curtis Jones,2022,England,30/1/2001,Midfield,22000000,GB1,,,,,,
Tanguy Nianzou,2022,France,7/6/2002,Defender,7500000,ES1,,,,,,
Jake Cain,2022,England,2/9/2001,Midfield,200000,GB1,,,,,,
Michalis Kosidis,2022,Greece,9/2/2002,Attack,300000,GR1,,,,,,
Julen Agirrezabala,2022,Spain,26/12/2000,Goalkeeper,5000000,ES1,,,,,,
Moisés Caicedo,2022,Ecuador,2/11/2001,Midfield,75000000,GB1,,,,,,
Dimitrios Metaxas,2022,Greece,16/12/2003,Midfield,600000,GR1,,,,,,
Pepe Reina,2022,Spain,31/8/1982,Goalkeeper,700000,ES1,,,,,,
Pascal Groß,2022,Germany,15/6/1991,Midfield,8000000,GB1,,,,,,
Divock Origi,2022,Belgium,18/4/1995,Attack,6000000,IT1,,,,,,
Mohamed Salah,2022,Egypt,15/6/1992,Attack,65000000,GB1,,,,,,
Gaëtan Courtet,2022,France,22/2/1989,Attack,400000,FR1,,,,,,
Jean-Eudes Aholou,2022,Cote d'Ivoire,20/3/1994,Midfield,2500000,FR1,,,,,,
Thievy Bifouma,2022,Congo,13/5/1992,Attack,200000,GR1,,,,,,
John Stones,2022,England,28/5/1994,Defender,40000000,GB1,,,,,,
Fred,2022,Brazil,5/3/1993,Midfield,20000000,GB1,,,,,,
Ivan Provedel,2022,Italy,17/3/1994,Goalkeeper,12000000,IT1,,,,,,
Marco Benassi,2022,Italy,8/9/1994,Midfield,1500000,IT1,,,,,,
Jack Grealish,2022,England,10/9/1995,Attack,75000000,GB1,,,,,,
Isaac Hayden,2022,,22/3/1995,Midfield,3500000,GB1,,,,,,
Jimmy Cabot,2022,,18/4/1994,Midfield,3500000,FR1,,,,,,
Curro Sánchez,2022,Spain,3/1/1996,Attack,1000000,ES1,,,,,,
Munir El Haddadi,2022,Morocco,1/9/1995,Attack,3500000,ES1,,,,,,
Samuel Mraz,2022,Slovakia,13/5/1997,Attack,600000,IT1,,,,,,
Guillermo Maripán,2022,Chile,6/5/1994,Defender,10000000,FR1,,,,,,
José María Giménez,2022,Uruguay,20/1/1995,Defender,35000000,ES1,,,,,,
Tyrone Mings,2022,England,13/3/1993,Defender,22000000,GB1,,,,,,
Filippo Romagna,2022,Italy,26/5/1997,Defender,400000,IT1,,,,,,
Juanpi,2022,Venezuela,24/1/1994,Midfield,500000,GR1,,,,,,
Rúben Dias,2022,,14/5/1997,Defender,80000000,GB1,,,,,,
Marin Jakolis,2022,,26/12/1996,Attack,600000,FR1,,,,,,
Fabrizio Angileri,2022,Argentina,15/3/1994,Defender,2000000,ES1,,,,,,
Gian Marco Ferrari,2022,Italy,15/5/1992,Defender,2000000,IT1,,,,,,
Monchu,2022,,13/9/1999,Midfield,5000000,ES1,,,,,,
Ainsley Maitland-Niles,2022,England,29/8/1997,Midfield,8000000,GB1,,,,,,
Luca Vignali,2022,Italy,11/1/1996,Defender,1000000,IT1,,,,,,
Sofyan Amrabat,2022,Morocco,21/8/1996,Midfield,30000000,IT1,,,,,,
Assane Dioussé,2022,Senegal,20/9/1997,Midfield,900000,GR1,,,,,,
Ousmane Dembélé,2022,France,15/5/1997,Attack,60000000,ES1,,,,,,
Federico Álvarez,2022,Argentina,7/8/1994,Defender,600000,GR1,,,,,,
Sada Thioub,2022,Senegal,1/6/1995,Attack,1200000,FR1,,,,,,
Jonathan Bamba,2022,Cote d'Ivoire,26/3/1996,Attack,20000000,FR1,,,,,,
Christian Pulisic,2022,United States,18/9/1998,Attack,25000000,GB1,,,,,,
Anuar,2022,Morocco,15/1/1995,Midfield,900000,ES1,,,,,,
Kjetil Haug,2022,Norway,12/6/1998,Goalkeeper,400000,FR1,,,,,,
Robin Koch,2022,Germany,17/7/1996,Defender,18000000,GB1,,,,,,
Fiorin Durmishaj,2022,Greece,14/11/1996,Attack,300000,GR1,,,,,,
Bonke Innocent,2022,Nigeria,20/1/1996,Midfield,2000000,FR1,,,,,,
Lucas Boyé,2022,Argentina,28/2/1996,Attack,10000000,ES1,,,,,,
Georgios Pamlidis,2022,Greece,13/11/1993,Attack,350000,GR1,,,,,,
Giuseppe Pezzella,2022,Italy,29/11/1997,Defender,2500000,IT1,,,,,,
José Luis Valiente,2022,Spain,18/5/1991,Midfield,175000,GR1,,,,,,
Umar Sadiq,2022,Nigeria,2/2/1997,Attack,18000000,ES1,,,,,,
Mile Svilar,2022,Serbia,27/8/1999,Goalkeeper,1500000,IT1,,,,,,
Abdelhamid Sabiri,2022,Morocco,28/11/1996,Midfield,2500000,IT1,,,,,,
Jaime Seoane,2022,Spain,22/1/1997,Midfield,2500000,ES1,,,,,,
Federico Chiesa,2022,Italy,25/10/1997,Attack,40000000,IT1,,,,,,
Darío Ramos,2022,Spain,19/10/1999,Goalkeeper,200000,ES1,,,,,,
Ché Adams,2022,Scotland,13/7/1996,Attack,20000000,GB1,,,,,,
Deybi Flores,2022,,16/6/1996,Midfield,500000,GR1,,,,,,
Brandon Baiye,2022,Belgium,27/12/2000,Midfield,500000,FR1,,,,,,
Reda Boultam,2022,Netherlands,3/3/1998,Midfield,400000,IT1,,,,,,
Georgios Tzovaras,2022,Greece,3/11/1999,Attack,250000,GR1,,,,,,
Maximiliano Caufriez,2022,Belgium,16/2/1997,Defender,2500000,FR1,,,,,,
Rasmus Kristensen,2022,Denmark,11/7/1997,Defender,13000000,GB1,,,,,,
